sampleID,relationshipID,year,location,municipality,deg_m_sN,deg_m_sE,locationID,ringID,age,sex,bm,wl,material,eggs,nestling,StableC,C_percent,StableN,N_percent,settlement,transport,fully_cultivated_land,infield_pasture,forest,open_land,bog,freshwater,sea,surface_cultivated_land,coniferous_forest,deciduous_forest,mixed_forest,tree_species_unknown,not_relevant,not_registered,impediment_forest_quality,low_forest_quality,medium_forest_quality,high_forest_quality,not_relevant_forest_quality,sea_distance_m,industry_distance_m,transport_settlement_distance_m,ski_arenas_distance_m,shooting_ranges_distance_m,Ag,Al,As,Au,B,Ba,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pr,Rb,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Tb,Th,Ti,Tl,U,V,W,Y,Yb,Zn
6_18,106Ad,2018,Heir,Levanger,634425,112130,19,3057445,Adult,F,560,285,Feathers,2,0,-24.22,48,7.36,14.76,110484.5436,69849.72752,2074648.254,137484.1521,567419.1485,163452.5489,1497.263242,13479.91652,0,1830.021027,324404.0551,260769.2014,75089.95982,164949.8122,2270292.462,44640.08434,187086.6507,10248.31703,160106.7975,374927.1954,2407776.614,2387.580869,5880.213183,13.39732012,6883.16954,3430.92326,0.0056057512,38.5354020083,0.0271673832,0.0070545013,0.3050789124,0.2131110641,0.0732881239,30.7334150587,0.0007230329,0.0316355407,0.0423962856,0.1217952948,0.0024064274,3.0449603939,0.0024248303,0.0014385204,0.0006717347,53.1904287027,0.0092709116,NA,0.001003661,0.9363987249,0.000438668,9.135260681,0.0158848074,0.004592677,0.0001676055,15.3525394939,0.5955525775,0.1069642761,11.1765767625,0.004200806,0.01547443,0.062367451,75.149773354,0.04942621,0.003884959,0.042252567,24322.144987899,0.01658571,0.001139126,1.015585209,99.719353507,0.00331878,0.018805684,0.094196991,0.000453611,0.002199648,2.851440957,0.000485975,0.002592571,0.083563479,0.016516327,0.010833511,0.001369546,11.801601714
11_18,111Ad,2018,Letnes,Inderøy,635354,110751,8,3057446,Adult,F,585,289,Feathers,3,0,-24.57,48.46,7.44,14.87,58601.34022,30485.03461,589595.0763,318574.89,1552639.369,92236.3494,13027.16615,4973.61398,476712.2765,2811.3338,1348060.596,74611.83066,129966.942,105263.5155,1163178.675,318574.89,209839.1035,404197.2476,642819.821,401046.7125,1481753.565,337.0047512,9360.416794,96.6643716,6565.991913,4267.382798,0.0081316882,11.8182704856,0.0609019592,0.0009641197,0.292936817,0.0920226862,0.0012536872,18.1065459902,0.000184809,0.0113046667,0.0141439241,0.0590739947,0.0011635227,2.7813116758,0.0006505858,0.0004343388,0.0002442776,12.4636820692,0.0034092219,NA,0.0004019163,0.7876772621,0.0001177338,6.490091079,0.0062578093,0.0066970849,6.98985E-05,8.0638500077,0.308687845,0.0996568158,9.7944192914,0.001287017,0.00467434,0.019723731,73.090670569,0.023922056,0.00121102,0.020541203,24483.431251427,0.007224041,0.000369617,1.011566489,38.005466646,0.000756431,0.005536527,0.056665768,0.000161428,0.000599886,0.828121027,0.000381915,0.000755631,0.026865897,0.003477045,0.004610581,0.000406984,7.607295694
52_18,111Ad,2018,Letnes,Inderøy,635354,110751,8,3057446,Adult,F,585,289,Blood,3,0,NA,NA,NA,NA,58601.34022,30485.03461,589595.0763,318574.89,1552639.369,92236.3494,13027.16615,4973.61398,476712.2765,2811.3338,1348060.596,74611.83066,129966.942,105263.5155,1163178.675,318574.89,209839.1035,404197.2476,642819.821,401046.7125,1481753.565,337.0047512,9360.416794,96.6643716,6565.991913,4267.382798,NA,0.2434065822,0.0051960746,0.0002538088,0.1969719323,0.0221731852,NA,46.5148949821,0.0002269417,0.0001854104,0.0037781765,0.0019003878,0.0012852015,0.3030299591,NA,NA,NA,367.4548683896,NA,3.31972E-05,NA,0.0643643499,NA,1290.7760074438,0.0001196228,0.0009634777,NA,55.5139493542,0.0324185496,0.0347630946,2478.4070160688,NA,0.000108907,0.003624387,1023.561510249,0.002007073,NA,2.358027882,2014.938599938,NA,NA,0.37888084,3.131887729,5.3676E-05,NA,0.01729253,NA,0.000142599,0.006507536,1.9566E-05,4.1619E-05,0.000806321,0.00010076,8.398E-05,NA,3.526451977
53_18,112Ad,2018,Lorås,Inderøy,635219,112243,9,3057447,Adult,F,680,286,Blood,3,3,NA,NA,NA,NA,122251.3918,45240.31574,1350725.39,253115.8224,816059.8416,74501.93731,24506.09305,8003.395333,435395.93,10404.109,674875.6393,120360.3852,45254.8349,74577.01261,1972020.532,253115.8224,90677.50374,16022.62012,416932.3248,391435.4234,2225136.354,583.9451856,3661.748006,0,1962.666956,1491.601898,NA,0.688981985,0.0172633487,0.0001943222,0.6015619037,0.1956764109,NA,18.7243522409,0.0001472803,0.0003127571,0.0026912485,0.014477238,0.0003479266,0.1334951351,NA,NA,NA,153.2625019802,NA,3.54676E-05,NA,0.0286416648,NA,550.1657964426,0.000136535,0.0031805309,NA,23.6183138376,0.0108857049,0.0099996723,3982.2533919166,NA,0.000293841,0.021127491,496.118077591,0.002337362,NA,0.530669031,2334.975681617,NA,NA,0.261350186,1.636956996,0.000131764,NA,0.017746047,NA,0.000430416,0.016390767,6.3789E-05,0.000106194,0.002827808,0.000262348,0.000188924,NA,1.704737593
12_18,112Ad,2018,Lorås,Inderøy,635219,112243,9,3057447,Adult,F,680,286,Feathers,3,3,-24.64,48.72,8.13,15.04,122251.3918,45240.31574,1350725.39,253115.8224,816059.8416,74501.93731,24506.09305,8003.395333,435395.93,10404.109,674875.6393,120360.3852,45254.8349,74577.01261,1972020.532,253115.8224,90677.50374,16022.62012,416932.3248,391435.4234,2225136.354,583.9451856,3661.748006,0,1962.666956,1491.601898,0.0040334732,21.0370409806,0.0130263973,0.0024449189,0.1977826277,0.1473965295,0.0017725946,22.2884614876,0.0007386629,0.017597301,0.0222607822,0.0602319832,0.0016039179,3.3648351211,0.0011744432,0.0009033364,0.0003713069,22.8594937755,0.0067595279,NA,0.0011346244,0.6418143542,0.000311788,7.3283574178,0.0088212665,0.0688104444,9.14706E-05,9.1138012892,0.2737994492,0.0606365772,9.1592857318,0.003307576,0.008607838,0.031727542,76.534453013,0.074044913,0.002118265,0.035988677,25416.314731472,0.014460696,0.000228754,1.58748853,56.698989869,0.001975378,0.017664485,0.06571008,0.000278426,0.001334345,1.304590197,0.000257442,0.001649307,0.050538519,0.006115047,0.006989289,0.000769966,7.921100022
17_18,117Ad,2018,Reitan,Verdal,634505,112653,49,3057448,Adult,F,680,299,Feathers,4,2,-24.8,47.05,8.74,13.93,363158.3474,95144.73572,2444178.568,0,139430.7756,85876.59497,0,12659.51241,0,0,37571.14395,101859.6316,0,85876.59497,2915141.164,0,123517.74,0,0,101789.6305,2915141.164,1605.63863,1867.132215,30.28678481,6287.109268,3564.123469,0.0102771919,59.4120849282,0.0132656055,0.0056512312,0.2904892549,0.3408187474,0.0048371196,20.9096299149,0.000184809,0.0477871888,0.0264842928,0.13419715,0.0053689395,2.704602705,0.0033608834,0.0018276511,0.0006617425,41.9069480354,0.0185223258,NA,0.0018432615,0.7791038464,0.0007096908,17.3476288028,0.0245294748,0.0123984904,0.0003654571,16.4573575522,0.4057593304,0.1109283243,11.1262401525,0.00844512,0.020278069,0.043181283,71.627172725,0.094085854,0.005081374,0.094295632,24296.368957425,0.01321854,0.002163381,1.162191677,134.604346993,0.004001366,0.038335929,0.087368122,0.000534512,0.005210447,3.1836398,0.0007418,0.004284757,0.114901017,0.011231807,0.015325247,0.001820387,7.118970463
19_18,119Ad,2018,Oppem,Steinkjer,635440.8,112737.4,35,3057449,Adult,F,670,298,Feathers,3,3,-24.4,48.21,8.12,14.29,89056.66936,27617.80885,1669861.531,61321.67272,1096140.542,66603.35952,120916.767,2184.93065,0,6686.5247,954942.4347,147947.1634,63406.74564,121901.5206,1795407.465,56784.47703,185359.263,100732.0698,306832.4454,690736.8905,1856729.138,4032.353148,5601.82252,72.83707844,5910.412438,3966.257762,0.0122574111,9.8040306996,0.0140952908,0.0046528223,0.2415803989,0.0735981737,0.0014606457,15.4006413627,0.000184809,0.0091031371,0.0065139456,0.0407051294,0.0005062314,2.8972279887,0.0009983484,0.0006392393,0.0002426202,11.1548032186,0.0032507054,NA,0.0007144298,0.9975907463,0.0002111213,3.1146443246,0.0044783375,0.0096687115,0.0001023372,6.7842753353,0.15997363,0.1050108557,8.019468877,0.001562295,0.004574118,0.01983715,71.796125135,0.022157732,0.001004076,0.011857756,24541.080425367,0.007094759,0.000369617,1.180600804,32.747260791,0.000516766,0.007235626,0.033481337,0.000143905,0.001348856,0.704325325,0.000393068,0.000569731,0.017178698,0.004193269,0.005679639,0.000726711,7.106259958
59_18,119Ad,2018,Oppem,Steinkjer,635440.8,112737.4,35,3057449,Adult,F,670,298,Blood,3,3,NA,NA,NA,NA,89056.66936,27617.80885,1669861.531,61321.67272,1096140.542,66603.35952,120916.767,2184.93065,0,6686.5247,954942.4347,147947.1634,63406.74564,121901.5206,1795407.465,56784.47703,185359.263,100732.0698,306832.4454,690736.8905,1856729.138,4032.353148,5601.82252,72.83707844,5910.412438,3966.257762,NA,0.2976622294,0.0098884603,9.1488E-05,0.2860352233,0.08626813,NA,34.0612936394,0.0002755854,0.0002106356,0.0035239154,0.0023045376,0.0023259455,0.2262591787,NA,NA,NA,335.1665754026,NA,6.97702E-05,NA,0.0958501303,NA,1091.5748469196,0.0001635008,0.0002601351,NA,45.6958471048,0.0147742768,0.0234302616,2784.4513375734,NA,7.7943E-05,0.004465431,871.464655307,0.004474645,NA,2.499565952,1973.222822007,NA,NA,0.388844192,7.134440057,1.8581E-05,NA,0.015695822,NA,6.9085E-05,0.013209568,4.6307E-05,7.6342E-05,0.00186837,0.000152631,0.000218577,NA,2.798522525
21_18,121Ad,2018,Skjevik,Steinkjer,640205,111632,37,3057450,Adult,F,625,292,Feathers,4,3,-24.36,49.13,7.7,15.16,31671.89293,15993.90688,173594.2232,22565.5391,1644344.661,66525.57408,40941.83814,59.2301,1142558.648,1738.1716,1612690.152,24673.48684,9467.542339,104980.8926,1365616.072,22565.5391,583157.9947,674444.2347,432632.6882,61577.156,1388181.611,92.02160523,9654.578479,1.447128871,8743.940169,5810.338895,0.0035262397,24.4123583843,0.009423126,0.0010359333,0.2777436974,0.1639376211,0.001423387,25.876823418,0.0010366469,0.0608876623,0.0351451628,0.1339406433,0.0028698762,3.0421319146,0.0018782305,0.0008974753,0.0005151088,26.3965634365,0.0078603141,NA,0.0008019131,0.8550517441,0.0002973102,7.8271876609,0.0128488107,0.0014840373,0.0001820858,10.6850974255,0.5398484164,0.1062757039,9.2146267173,0.004238265,0.014832294,0.029515109,88.25261585,0.049047859,0.003339954,0.042609542,24043.146400076,0.004824239,0.001032272,1.157646399,59.786925313,0.00210758,0.009406387,0.068682953,0.000299466,0.002558396,1.526312149,0.000383615,0.001522166,0.041247996,0.009044351,0.008213987,0.000913661,11.023150129
62_18,104Ad1,2018,Munkeby,Levanger,634312,112251,24,3057455,Juvenile,M,275,NA,Blood,NA,NA,NA,NA,NA,NA,73466.87277,39474.54248,1241936.904,115191.4071,1530789.021,90837.13776,46560.73435,0,0,1937.750987,1398626.891,75060.91886,134219.2523,95875.36666,1356816.07,79595.87221,128409.0049,212507.2906,698356.0685,628914.5295,1472007.477,4868.899765,6901.612238,42.2635326,5443.46843,1482.806186,NA,0.336356272,0.0190450524,0.0001179821,0.2575182296,0.023123224,NA,46.9805222871,6.93694E-05,0.0003586355,0.0108039619,0.0037811286,0.0006499629,0.1198530507,NA,NA,NA,220.2062299708,NA,4.73201E-05,NA,0.0130161896,NA,1020.2662089758,NA,0.0002601351,NA,50.1392420075,0.0188862834,0.0218458028,2786.1008476143,NA,0.000155606,0.004511059,802.671357978,0.00301389,NA,1.349311144,1682.196203506,NA,NA,0.373083069,4.9491293,NA,1.8894E-05,0.029808172,NA,5.7519E-05,0.012165834,0.000176948,4.0434E-05,0.00398108,NA,0.000137306,NA,3.351742024
29_18,104Ad1,2018,Munkeby,Levanger,634312,112251,24,3057455,Juvenile,M,275,NA,Feathers,NA,NA,NA,NA,NA,NA,73466.87277,39474.54248,1241936.904,115191.4071,1530789.021,90837.13776,46560.73435,0,0,1937.750987,1398626.891,75060.91886,134219.2523,95875.36666,1356816.07,79595.87221,128409.0049,212507.2906,698356.0685,628914.5295,1472007.477,4868.899765,6901.612238,42.2635326,5443.46843,1482.806186,NA,6.5157551732,0.1577669106,0.0003454411,0.0808388675,0.0443371673,0.001118064,85.9355319768,NA,0.0083432079,0.0124787731,0.0349132356,0.0005208724,1.5221042587,0.0008098721,0.000222423,NA,27.6497769817,NA,NA,NA,0.3644358653,0.000133816,237.6361838937,0.0039792695,0.0084955922,NA,75.6883040754,0.1499633416,0.2438646615,330.3162264372,NA,0.003936876,0.009222423,794.121865329,0.015314781,0.001075482,0.360477815,24956.713589058,0.012600106,0.001084991,1.23846257,37.789267224,0.000352622,0.005611151,0.067519003,0.000126582,0.000361664,0.581594876,0.00070072,0.000452537,0.014231841,0.003433885,0.002603978,0.000605596,25.900734904
61_18,103Ad1,2018,Oladalen,Levanger,634306,111659,25,3057459,Juvenile,F,325,NA,Blood,NA,NA,NA,NA,NA,NA,244563.4832,57490.65669,1136876.983,96844.69118,1534803.697,60120.79741,0,9273.330428,0,0,1237816.506,176690.4859,120296.7044,60120.79741,1448204.453,96844.69118,97459.84584,140529.2257,398477.1697,958458.2528,1545049.144,1257.017664,5871.239054,164.208108,4264.989239,3877.381393,NA,0.5100837742,0.0110131653,0.0001659512,0.2509360638,0.028640652,NA,39.2609444767,6.93694E-05,0.0003997384,0.0161651309,0.0069279485,0.0018385334,0.1676919515,NA,NA,NA,257.3554247408,NA,7.37119E-05,NA,0.0205880713,NA,1110.5222021598,NA,0.0002601351,NA,55.9499207332,0.0281725125,0.0165575428,2709.1337740885,NA,0.000163468,0.005297518,890.287073255,0.00193185,NA,2.137211931,1789.314637096,NA,NA,0.451215641,4.6473164,NA,0.000729541,0.032094267,NA,0.000174305,0.010586954,0.000145724,5.0821E-05,0.001133599,NA,0.000249436,NA,3.954776106
28_18,103Ad1,2018,Oladalen,Levanger,634306,111659,25,3057459,Juvenile,F,325,NA,Feathers,NA,NA,NA,NA,NA,NA,244563.4832,57490.65669,1136876.983,96844.69118,1534803.697,60120.79741,0,9273.330428,0,0,1237816.506,176690.4859,120296.7044,60120.79741,1448204.453,96844.69118,97459.84584,140529.2257,398477.1697,958458.2528,1545049.144,1257.017664,5871.239054,164.208108,4264.989239,3877.381393,NA,13.1688357948,0.0775309661,0.0011027584,0.3882149984,0.0946757192,0.000687161,108.458934472,NA,0.0054655954,0.0203284336,0.153933567,0.0031065871,1.4916206832,0.0027062516,0.0004976495,NA,15.8605717761,NA,NA,NA,0.7233816895,0.0003486736,141.7452211466,0.0036970033,0.0119030474,NA,85.6572814039,0.1216963218,0.1080686613,277.8809008807,NA,0.002241992,0.009222423,564.470095288,0.003335754,0.001359467,0.326762729,22504.181641674,0.00299989,0.026830632,0.482723925,192.562241161,0.002199413,0.011870365,0.111671283,0.00076192,0.029680722,0.690476794,0.001955261,0.000211306,0.032074357,0.002035495,0.001267382,0.000267631,23.373471588
71_18,119Ad1,2018,Oppem,Steinkjer,635440.8,112737.4,35,3057462,Juvenile,F,380,NA,Blood,NA,NA,NA,NA,NA,NA,89056.66936,27617.80885,1669861.531,61321.67272,1096140.542,66603.35952,120916.767,2184.93065,0,6686.5247,954942.4347,147947.1634,63406.74564,121901.5206,1795407.465,56784.47703,185359.263,100732.0698,306832.4454,690736.8905,1856729.138,4032.353148,5601.82252,72.83707844,5910.412438,3966.257762,NA,0.3244353038,0.0177406051,0.0001770561,0.1979988491,0.0134011228,NA,44.6890058076,9.77553E-05,0.0001768795,0.011816983,0.0025393774,0.0013006979,0.1587499994,NA,NA,NA,248.3944021518,NA,3.8509E-05,NA,0.0502381446,NA,1026.123571192,NA,0.0009505291,NA,50.7587692838,0.0227368966,0.0231207434,2589.0410481346,NA,0.000156887,0.002564538,825.943007027,0.005332513,NA,1.600151279,1638.459289727,NA,NA,0.581316957,4.887749837,NA,1.1049E-05,0.026750468,NA,8.4006E-05,0.012388023,0.000135164,3.6492E-05,0.001552041,NA,0.000127823,NA,3.594795075
38_18,119Ad1,2018,Oppem,Steinkjer,635440.8,112737.4,35,3057462,Juvenile,F,380,NA,Feathers,NA,NA,NA,NA,NA,NA,89056.66936,27617.80885,1669861.531,61321.67272,1096140.542,66603.35952,120916.767,2184.93065,0,6686.5247,954942.4347,147947.1634,63406.74564,121901.5206,1795407.465,56784.47703,185359.263,100732.0698,306832.4454,690736.8905,1856729.138,4032.353148,5601.82252,72.83707844,5910.412438,3966.257762,NA,11.5083151293,0.0281937145,0.0028456942,0.0701077511,0.1016335578,0.0012339435,30.2470689943,NA,0.0122532028,0.0092961278,0.0385829531,0.0007821699,2.0397348367,0.0005170843,0.0003788135,NA,12.5444928201,NA,NA,NA,1.0138322896,0.0001425661,6.3405296633,0.0052509536,0.0019271885,NA,23.9925939804,0.2370857796,0.2535526193,16.00508868,NA,0.003932587,0.004723079,223.878842158,0.008125297,0.001331566,0.028751105,24628.7353604,0.006419015,0.000369617,1.658538238,37.219039043,0.000996925,0.004489661,0.078294251,0.000143955,0.001184252,0.891351116,0.000185525,0.000493556,0.020244408,0.002322003,0.003350088,0.000355538,12.670199649
72_18,119Ad3,2018,Oppem,Steinkjer,635440.8,112737.4,35,3057464,Juvenile,M,325,NA,Blood,NA,NA,NA,NA,NA,NA,89056.66936,27617.80885,1669861.531,61321.67272,1096140.542,66603.35952,120916.767,2184.93065,0,6686.5247,954942.4347,147947.1634,63406.74564,121901.5206,1795407.465,56784.47703,185359.263,100732.0698,306832.4454,690736.8905,1856729.138,4032.353148,5601.82252,72.83707844,5910.412438,3966.257762,NA,0.1351847842,0.012500535,0.0001101892,0.1778950024,0.0199930068,NA,53.0118649697,0.0003231894,4.62112E-05,0.0116463826,0.0019228784,0.000966272,0.1537287629,NA,NA,NA,230.8327937562,NA,1.06834E-05,NA,0.0395336204,NA,1018.5837332385,NA,0.0006774235,NA,46.5021258883,0.0127726663,0.0167392789,2711.6031074701,NA,8.0374E-05,0.002793881,761.961037366,0.005831318,NA,1.522559673,1529.393441229,NA,NA,0.538537835,4.915814782,NA,1.8894E-05,0.029338216,NA,5.6377E-05,0.00471955,7.9188E-05,2.4979E-05,0.00083339,NA,7.72E-05,NA,3.317477128
31_18,110Ad1,2018,Kleiva,Inderøy,635311.2,105955.8,29,3057465,Juvenile,F,NA,NA,Feathers,NA,NA,-25.07,48.21,6.68,15.35,93352.08676,23837.01784,329185.6819,178155.2975,1254145.806,69948.39326,13642.75065,0,1175471.439,1623.881,1194148.773,39470.68341,32387.94515,78029.96151,1623470.106,171854.8844,95794.52697,189098.5782,617564.7029,435279.142,1801625.404,273.3881786,11641.58221,13.81529142,8582.700837,1390.807957,NA,1.3994439084,0.005390254,0.0014742991,0.1151489341,0.0221313827,0.0012017496,81.1844792934,NA,0.0006591766,0.01300151,0.034800724,0.0035402704,1.4473442453,0.000187273,0.0001260174,NA,6.8157673641,NA,NA,NA,0.430935558,4.55862E-05,223.9394575963,0.000520811,0.0052548663,NA,78.5940415536,0.0553089176,0.1043996394,326.7869365259,NA,0.000347635,0.003141748,703.597697883,0.003432538,0.00011014,1.023556415,24562.148834404,0.001968435,0.000369617,0.875894253,7.086462501,0.000288128,0.002888394,0.051813701,4.3122E-05,0.000514692,0.133277201,0.001161993,0.000114905,0.002845623,0.000735671,0.000506052,0.00011661,20.600221901
64_18,110Ad1,2018,Kleiva,Inderøy,635311.2,105955.8,29,3057465,Juvenile,F,NA,NA,Blood,NA,NA,NA,NA,NA,NA,93352.08676,23837.01784,329185.6819,178155.2975,1254145.806,69948.39326,13642.75065,0,1175471.439,1623.881,1194148.773,39470.68341,32387.94515,78029.96151,1623470.106,171854.8844,95794.52697,189098.5782,617564.7029,435279.142,1801625.404,273.3881786,11641.58221,13.81529142,8582.700837,1390.807957,NA,0.5847726116,0.00712626,0.0001336389,0.2256274654,0.0288196337,NA,45.1246669728,6.93694E-05,0.0005909879,0.0172276328,0.0037174417,0.0105101955,0.1661922895,NA,NA,NA,238.7544578751,NA,7.80357E-05,NA,0.0206196227,NA,1091.6076052896,NA,0.0002601351,NA,59.5489164857,0.03083065,0.016066356,2652.5201110215,NA,0.000320289,0.00335991,892.8367521,0.001877718,NA,4.006813257,1675.929374435,NA,NA,0.357551079,7.4557346,NA,1.8894E-05,0.029279871,NA,0.000146589,0.010352947,0.000181941,5.0989E-05,0.001474151,NA,0.000200309,NA,3.94761025
37_18,118Ad1,2018,Asklund,Steinkjer,635618,112829,33,3057468,Juvenile,F,320,NA,Feathers,NA,NA,NA,NA,NA,NA,53051.63909,16209.4536,1001795.788,205061.0643,1777375.554,17707.64152,69221.95623,0,0,0,1562213.601,162233.6791,147835.7812,36737.14166,1071056.881,160346.0125,95201.72449,140485.6398,235659.1131,1392958.674,1276117.945,4486.459788,2626.643573,130.5213788,8969.05529,934.636052,NA,14.3987865019,0.015822785,0.0019966632,0.1522822879,0.079403495,0.000687161,99.1654548673,NA,0.0100106191,0.0246539587,0.0643909204,0.0011918385,1.6535067143,0.0007293539,0.0008498388,NA,17.4945133831,NA,NA,NA,0.5283367497,0.0001818878,177.707772276,0.0053089825,0.002421656,NA,85.1028521891,0.1900229145,0.0957815255,268.7672813095,NA,0.004428543,0.009222423,752.183613759,0.008615323,0.001150203,0.392394925,22697.156915299,0.010587933,0.001084991,1.259703091,49.969139201,0.001162721,0.003668769,0.082597559,0.000166062,0.001441468,1.115575027,0.000775209,0.000762563,0.023826631,0.014112013,0.005310444,0.000490423,22.564520011
70_18,118Ad1,2018,Asklund,Steinkjer,635618,112829,33,3057468,Juvenile,F,320,NA,Blood,NA,NA,NA,NA,NA,NA,53051.63909,16209.4536,1001795.788,205061.0643,1777375.554,17707.64152,69221.95623,0,0,0,1562213.601,162233.6791,147835.7812,36737.14166,1071056.881,160346.0125,95201.72449,140485.6398,235659.1131,1392958.674,1276117.945,4486.459788,2626.643573,130.5213788,8969.05529,934.636052,NA,0.31968793,0.0073199655,0.0001490471,0.2041015042,0.0202182594,NA,46.9380581283,6.93694E-05,0.0001870685,0.0270676687,0.0030757737,0.0008000188,0.1507452341,NA,NA,NA,213.9596811138,NA,5.2218E-05,NA,0.0264465055,NA,1096.8669306806,NA,0.0010149313,NA,59.8326875646,0.022412771,0.0216174471,2667.6889531635,NA,0.000148921,0.003439588,858.231163478,0.001756405,NA,2.289615038,1609.88001049,NA,NA,0.429485556,5.588416653,NA,1.8894E-05,0.034897193,NA,0.00010902,0.013426936,0.000200754,2.4979E-05,0.000802772,NA,0.000132633,NA,4.304931035
35_18,116Ad2,2018,Kringla,Steinkjer,635831,112636,36,3057470,Juvenile,M,335,NA,Feathers,NA,NA,NA,NA,NA,NA,75698.55756,41398.78565,559055.1811,54934.91992,2078707.096,71729.07958,240901.9741,2476.42995,0,15455.7871,2099129.026,83225.41583,10329.93661,207708.3805,694084.7414,45880.31101,311734.293,192687.387,1028209.82,858706.6498,749019.6613,1129.836088,1844.651483,56.13557283,7324.674421,3473.513406,NA,2.7375255946,0.005390254,0.0008632338,0.1078975011,0.0208626681,0.0009862464,81.1266778232,NA,0.0039782416,0.0118997436,0.0245986897,0.0064922323,1.5485288724,0.0004074965,0.0001211075,NA,10.3439114626,NA,NA,NA,0.5315359835,9.37256E-05,189.9958444031,0.0012947811,0.0063922447,NA,75.1188890352,0.1029192808,0.1510807939,265.5285073713,NA,0.000899002,0.003141748,654.026699668,0.002719167,0.000474707,0.909075608,24496.759881609,0.005274319,0.000369617,1.062559794,12.831754919,0.000293083,0.001632615,0.063134945,6.8172E-05,0.000841343,0.342907713,0.001181206,0.000144983,0.00654318,0.001485195,0.001071283,9.1172E-05,18.819801419
68_18,116Ad1,2018,Kringla,Steinkjer,635831,112636,36,3057471,Juvenile,F,335,NA,Blood,NA,NA,NA,NA,NA,NA,75698.55756,41398.78565,559055.1811,54934.91992,2078707.096,71729.07958,240901.9741,2476.42995,0,15455.7871,2099129.026,83225.41583,10329.93661,207708.3805,694084.7414,45880.31101,311734.293,192687.387,1028209.82,858706.6498,749019.6613,1129.836088,1844.651483,56.13557283,7324.674421,3473.513406,NA,0.4313350431,0.0177919492,0.0001271233,0.4656035886,0.0302760332,NA,33.5012673661,0.0001472803,0.0006223149,0.0090415347,0.0031565822,0.0058861165,0.1217734117,NA,NA,NA,184.6744139296,NA,8.0857E-05,NA,0.0261108493,NA,797.951872599,NA,0.0022211834,NA,40.7533192304,0.021609464,0.011339168,3270.7033831123,NA,0.000302771,0.007206262,666.03188019,0.00126224,NA,2.205031248,1878.871945051,NA,NA,0.33375726,7.495137523,NA,4.0113E-05,0.029332947,NA,0.000136511,0.015708104,9.4179E-05,9.8073E-05,0.219610392,NA,0.000264448,NA,3.087936368
65_18,112Ad1,2018,Lorås,Inderøy,635219,112243,9,3057472,Juvenile,F,340,NA,Blood,NA,NA,NA,NA,NA,NA,122251.3918,45240.31574,1350725.39,253115.8224,816059.8416,74501.93731,24506.09305,8003.395333,435395.93,10404.109,674875.6393,120360.3852,45254.8349,74577.01261,1972020.532,253115.8224,90677.50374,16022.62012,416932.3248,391435.4234,2225136.354,583.9451856,3661.748006,0,1962.666956,1491.601898,NA,0.804657193,0.0097937606,0.0001142068,0.2591854484,0.0509705531,NA,41.2828797714,0.0001652301,0.0004772942,0.0064686565,0.0041701252,0.0009783836,0.1662697315,NA,NA,NA,267.7052066578,NA,7.43131E-05,NA,0.0323987618,NA,1128.912164229,NA,0.0002601351,NA,51.8228592643,0.0273867768,0.0152635386,2826.5264021442,NA,0.000245955,0.004176771,899.012176719,0.003282368,NA,1.281876702,1820.935286574,NA,NA,0.610915595,7.49233635,NA,1.8894E-05,0.025945354,NA,0.000136335,0.026574075,0.00011185,4.2361E-05,0.002709628,NA,0.000239693,NA,3.939557705
32_18,112Ad1,2018,Lorås,Inderøy,635219,112243,9,3057472,Juvenile,F,340,NA,Feathers,NA,NA,NA,NA,NA,NA,122251.3918,45240.31574,1350725.39,253115.8224,816059.8416,74501.93731,24506.09305,8003.395333,435395.93,10404.109,674875.6393,120360.3852,45254.8349,74577.01261,1972020.532,253115.8224,90677.50374,16022.62012,416932.3248,391435.4234,2225136.354,583.9451856,3661.748006,0,1962.666956,1491.601898,NA,14.4112389097,0.0114000427,0.0019218946,0.0876693073,0.0621110531,0.0005162061,42.5450350409,NA,0.0078887362,0.0145968407,0.0638826464,0.0008712125,3.2593630579,0.0011379805,0.0007903853,NA,19.1674832027,NA,NA,NA,0.5422872038,0.0002419704,61.2734486537,0.0039141264,0.0050347805,NA,41.8801778177,0.1215822588,0.1286513257,91.5388028381,NA,0.002959647,0.017534128,420.366524276,0.00774585,0.000835058,0.10032952,23676.196765785,0.008639257,0.000369617,1.475277836,49.36808303,0.000753784,0.003280954,0.040616323,0.000146176,0.00158386,0.744781508,0.000466741,0.000442453,0.024862742,0.001798672,0.005695905,0.000524549,14.772665301
