sampleID,relationshipID,year,location,municipality,deg_m_sN,deg_m_sE,locationID,ringID,age,sex,bm,wl,material,eggs,nestling,StableC,C_percent,StableN,N_percent,settlement,transport,fully_cultivated_land,infield_pasture,forest,open_land,bog,freshwater,sea,surface_cultivated_land,coniferous_forest,deciduous_forest,mixed_forest,tree_species_unknown,not_relevant,not_registered,impediment_forest_quality,low_forest_quality,medium_forest_quality,high_forest_quality,not_relevant_forest_quality,sea_distance_m,industry_distance_m,transport_settlement_distance_m,ski_arenas_distance_m,shooting_ranges_distance_m,Ag,Al,As,Au,B,Ba,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pr,Rb,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Tb,Th,Ti,Tl,U,V,W,Y,Yb,Zn
86_17,10ad1,2017,Lorås,Inderøy,635219,112243,9,3057408,Juvenile,M,320,NA,Blood,NA,NA,NA,NA,NA,NA,122251.3918,45240.31574,1350725.39,253115.8224,816059.8416,74501.93731,24506.09305,8003.395333,435395.93,10404.109,674875.6393,120360.3852,45254.8349,74577.01261,1972020.532,253115.8224,90677.50374,16022.62012,416932.3248,391435.4234,2225136.354,583.9451856,3661.748006,0,1962.666956,1491.601898,NA,0.9248429679,0.0532560036,0.0003925332,0.759549727,0.1423130089,NA,30.034455462,0.0056698215,0.000338657,0.0052425811,0.0360823331,0.0009162597,0.1027567649,NA,NA,NA,103.5876538106,NA,1E-06,NA,0.0076016736,NA,468.4406575304,NA,0.0095201031,NA,28.3751588111,0.0445640737,0.0166302892,4843.0829074879,NA,0.000244774,0.018435567,392.160910575,0.084346888,NA,0.623500454,2615.163586596,NA,NA,0.215604531,7.247812921,NA,0.003361053,0.030877696,NA,0.000131604,0.003425751,0.00011262,0.000179158,0.002651202,NA,0.000906694,NA,2.083067698
53_17,16Ad1,2017,Hallset,Inderøy,635233,110743,6,3057409,Juvenile,M,305,NA,Feathers,NA,NA,NA,NA,NA,NA,94527.45968,29942.23663,755014.4507,446592.9941,1712791.089,25943.61496,70200.42335,349.2759583,0,4286.86755,1585100.416,59413.69216,78608.66982,85812.34951,884120.2905,446592.9941,104045.6348,500592.6598,863778.5485,340518.2844,1330713.285,2444.148272,11827.13317,82.37801695,7685.079215,4752.518496,NA,7.1975218478,0.007803916,0.0052076561,0.0812534673,0.047900938,0.0006783181,91.2282363056,NA,0.0056976693,0.0099060221,0.0374025782,0.0006882842,1.928492182,0.0004142782,0.0001690471,NA,14.9134602879,NA,NA,NA,0.6887391848,7.76923E-05,4.0196994113,0.0023513357,0.015732069,NA,75.0001276649,0.220257581,0.0993443213,4.370192788,NA,0.002762448,0.01062346,528.232018504,0.008347108,0.000613162,0.017189791,24660.09597003,0.011188113,0.001498352,1.626846662,20.397219175,0.000534895,0.003314189,0.057700242,7.908E-05,0.000916487,0.54198874,0.000874817,0.000285867,0.016024658,0.001943945,0.001909592,0.000247131,27.529337951
89_17,16Ad2,2017,Hallset,Inderøy,635233,110743,6,3057410,Juvenile,F,350,NA,Blood,NA,NA,NA,NA,NA,NA,94527.45968,29942.23663,755014.4507,446592.9941,1712791.089,25943.61496,70200.42335,349.2759583,0,4286.86755,1585100.416,59413.69216,78608.66982,85812.34951,884120.2905,446592.9941,104045.6348,500592.6598,863778.5485,340518.2844,1330713.285,2444.148272,11827.13317,82.37801695,7685.079215,4752.518496,NA,0.5084870431,0.013517056,0.0001723533,0.3510172768,0.2489270822,NA,44.6829094764,0.0003073782,0.0001714399,0.0082356075,0.0037582924,0.001456195,0.1419235276,NA,NA,NA,195.1162322485,NA,3.80926E-05,NA,0.0231908249,NA,843.8895178377,NA,0.003526221,NA,47.7908683704,0.0282285371,0.0210614969,3124.0777296259,NA,0.000117005,0.007925259,708.082749366,0.002494107,NA,1.051051721,1895.742409986,NA,NA,0.573095164,7.454882712,NA,0.001375282,0.027054806,NA,4.2826E-05,0.010876788,0.00016355,6.2561E-05,0.001358742,NA,0.000148673,NA,3.279608178
54_17,16Ad2,2017,Hallset,Inderøy,635233,110743,6,3057410,Juvenile,F,350,NA,Feathers,NA,NA,NA,NA,NA,NA,94527.45968,29942.23663,755014.4507,446592.9941,1712791.089,25943.61496,70200.42335,349.2759583,0,4286.86755,1585100.416,59413.69216,78608.66982,85812.34951,884120.2905,446592.9941,104045.6348,500592.6598,863778.5485,340518.2844,1330713.285,2444.148272,11827.13317,82.37801695,7685.079215,4752.518496,NA,5.4682450324,0.007803916,0.0018512497,0.0981715869,0.0381371724,0.000485577,112.4544152791,NA,0.0033295199,0.0114681156,0.0409867512,0.0005462167,2.0563516547,0.000338517,0.0002444208,NA,14.0968134803,NA,NA,NA,0.7987858669,0.0001022791,6.8283986897,0.0015393455,0.019768676,NA,103.0554557705,0.1512966688,0.1430853448,7.1467884381,NA,0.001541701,0.010587408,567.473713859,0.008978765,0.000384894,0.016942013,24980.058530625,0.00861046,0.001498352,1.985853858,18.675553008,0.000563519,0.003708224,0.061359444,7.908E-05,0.000557008,0.421834904,0.001699764,0.000205149,0.011511665,0.001575594,0.002402298,0.000174808,31.639485472
55_17,NA,2017,Bruåsen,Inderøy,635101,110802,12,3057411,Juvenile,F,350,NA,Feathers,NA,NA,-23.73,47.61,11.27,15.44,131779.2571,39885.16012,1539725.746,377722.9562,978048.8758,29680.25868,5904.315876,6459.833264,0,30450.51084,792920.9836,77611.67447,111083.206,32017.58636,1748300.507,377722.9562,43788.10647,14617.85663,336604.7222,618622.7651,2126023.463,1172.689204,11942.49137,47.58536301,8099.50735,6290.545907,NA,10.0584863681,0.0282033444,0.0027025471,0.1121453805,0.0617109263,0.0008352702,124.9024238514,NA,0.0108247693,0.0094125223,0.1182975446,0.0007307936,3.0932454556,0.0004901433,0.0003417354,NA,16.2567256149,NA,NA,NA,0.9252056651,0.0001136993,13.4142289486,0.0045227079,0.0205102235,NA,107.0145167244,0.1530653685,0.093019493,18.2148493266,NA,0.004493714,0.011648511,551.201678943,0.010296139,0.001235694,0.024686429,25298.890794502,0.01710918,0.002290932,2.033242258,24.243131176,0.00092991,0.005736543,0.061176898,0.000113646,0.000910534,0.563625522,0.002124618,0.000336671,0.017580638,0.001751628,0.002934801,0.000279127,28.803673477
90_17,NA,2017,Bruåsen,Inderøy,635101,110802,12,3057411,Juvenile,F,350,NA,Blood,NA,NA,NA,NA,NA,NA,131779.2571,39885.16012,1539725.746,377722.9562,978048.8758,29680.25868,5904.315876,6459.833264,0,30450.51084,792920.9836,77611.67447,111083.206,32017.58636,1748300.507,377722.9562,43788.10647,14617.85663,336604.7222,618622.7651,2126023.463,1172.689204,11942.49137,47.58536301,8099.50735,6290.545907,NA,0.4047824206,0.0102845743,0.0002152289,0.2653725283,0.0949249373,NA,42.8475117378,0.0002749398,0.0001923698,0.0052703921,0.0114456063,0.0009146277,0.1476434689,NA,NA,NA,214.3528260136,NA,6.27975E-05,NA,0.023274971,NA,936.9238718249,NA,0.0421849691,NA,52.8689020741,0.0163688496,0.0186501663,2937.2939060296,NA,0.000153556,0.005004043,765.206705374,0.003083095,NA,0.73834864,1810.686634252,NA,NA,0.686289768,11.64175059,NA,0.001482163,0.021879066,NA,1.2348E-05,0.001576176,7.512E-05,5.6114E-05,0.00165103,NA,0.000128279,NA,3.470233048
56_17,NA,2017,Bruåsen,Inderøy,635101,110802,12,3057412,Juvenile,F,345,NA,Feathers,NA,NA,NA,NA,NA,NA,131779.2571,39885.16012,1539725.746,377722.9562,978048.8758,29680.25868,5904.315876,6459.833264,0,30450.51084,792920.9836,77611.67447,111083.206,32017.58636,1748300.507,377722.9562,43788.10647,14617.85663,336604.7222,618622.7651,2126023.463,1172.689204,11942.49137,47.58536301,8099.50735,6290.545907,NA,9.8888569831,0.0141655561,0.0024814419,0.1172155577,0.0586640296,0.0011972515,46.0132300563,NA,0.0058880765,0.0086995285,0.1274564206,0.0008438128,1.9844534404,0.0005307004,0.0002686191,NA,14.2125296688,NA,NA,NA,0.7504972332,9.94374E-05,3.1634840619,0.0033656116,0.025049813,NA,40.7666717525,0.1072996653,0.1131886886,4.370192788,NA,0.002926933,0.053039787,322.274455575,0.011717998,0.000669787,0.012589934,25543.798455647,0.014206532,0.001498352,1.5331057,19.83788284,0.000560272,0.00435326,0.034857073,7.908E-05,0.00111126,0.550533561,0.000831228,0.000546193,0.019046063,0.002814041,0.002203994,0.00019827,14.744451421
57_17,NA,2017,Bruåsen,Inderøy,635101,110802,12,3057413,Juvenile,M,315,NA,Feathers,NA,NA,NA,NA,NA,NA,131779.2571,39885.16012,1539725.746,377722.9562,978048.8758,29680.25868,5904.315876,6459.833264,0,30450.51084,792920.9836,77611.67447,111083.206,32017.58636,1748300.507,377722.9562,43788.10647,14617.85663,336604.7222,618622.7651,2126023.463,1172.689204,11942.49137,47.58536301,8099.50735,6290.545907,NA,16.8248664104,0.0148889865,0.0015699474,0.1008739905,0.0756496452,0.0008173292,52.0887565157,NA,0.0110812468,0.0094272979,0.1424111124,0.0011392463,2.2459101419,0.0012954129,0.0007089297,NA,19.5878784103,NA,NA,NA,0.6990186084,0.0002482901,4.2392471249,0.0052292299,0.02520887,NA,42.7883283505,0.1882269349,0.1099981984,4.370192788,NA,0.00488527,0.03086706,354.760598916,0.010123599,0.001234086,0.021837509,25058.145151933,0.014893724,0.003274443,1.678189785,37.633060921,0.000998797,0.006739002,0.053443935,0.000151584,0.001616827,1.265126929,0.001243941,0.000604442,0.031950117,0.001649573,0.006355978,0.000753087,15.220905847
58_17,NA,2017,Bruåsen,Inderøy,635101,110802,12,3057414,Juvenile,M,320,NA,Feathers,NA,NA,NA,NA,NA,NA,131779.2571,39885.16012,1539725.746,377722.9562,978048.8758,29680.25868,5904.315876,6459.833264,0,30450.51084,792920.9836,77611.67447,111083.206,32017.58636,1748300.507,377722.9562,43788.10647,14617.85663,336604.7222,618622.7651,2126023.463,1172.689204,11942.49137,47.58536301,8099.50735,6290.545907,NA,16.8959011961,0.007803916,0.002585488,0.1019616331,0.0873069078,0.0007182797,67.7458100429,NA,0.0129327327,0.0122334906,0.1673942564,0.0013793002,2.8281154973,0.000985498,0.000510351,NA,21.6071936955,NA,NA,NA,0.9551562156,0.0001989711,4.6439893604,0.0056285481,0.0189421208,NA,53.7604148261,0.1940742389,0.086497848,4.370192788,NA,0.00578429,0.03814348,408.567020067,0.013740031,0.001417816,0.023795124,25457.790046185,0.014983229,0.003394084,1.847829578,38.081319034,0.001099095,0.005354256,0.055600135,0.00015073,0.001560753,1.179186102,0.001487635,0.000513979,0.033162209,0.001851195,0.004199206,0.000437246,20.736849839
59_17,24Ad1,2017,Møen,Ytterøy_Levanger,634817,110918,60,3057421,Juvenile,M,260,NA,Feathers,NA,NA,-23.99,47.65,9.5,15.34,36132.43835,25141.94351,536338.5223,106925.8821,842633.0095,88526.98152,0,399.596802,1503600.679,0,687518.7145,117148.5705,37965.72455,88526.98152,2101613.18,106925.8821,118801.17,0,270702.3645,541656.4565,2208539.062,88.85841765,9704.565044,35.27892279,9306.00336,8490.7177,NA,7.0240256322,0.007803916,0.0029089453,0.106932731,0.0268951402,0.0017029792,53.5463067173,NA,0.0063266139,0.0182938751,0.0656259413,0.0002764827,1.7121117131,0.0005966815,0.0002973763,NA,13.7133412196,NA,NA,NA,0.8312993353,7.76923E-05,2.3619294325,0.0023180278,0.0125652527,NA,38.013165877,0.1133447011,0.1121591872,4.370192788,NA,0.002779733,0.019087,388.840876971,0.008345192,0.000762503,0.008005798,24408.223105058,0.00762085,0.002096073,1.336217861,20.440904819,0.000940156,0.018402753,0.040991308,7.908E-05,0.000766406,0.703060229,0.000456562,0.000325898,0.018676673,0.003175767,0.002452166,0.00033718,19.668810085
91_17,24Ad2,2017,Møen,Ytterøy_Levanger,634817,110918,60,3057422,Juvenile,F,285,NA,Blood,NA,NA,NA,NA,NA,NA,36132.43835,25141.94351,536338.5223,106925.8821,842633.0095,88526.98152,0,399.596802,1503600.679,0,687518.7145,117148.5705,37965.72455,88526.98152,2101613.18,106925.8821,118801.17,0,270702.3645,541656.4565,2208539.062,88.85841765,9704.565044,35.27892279,9306.00336,8490.7177,NA,0.1349841947,0.0045962895,0.0001016233,0.1292982926,0.0258397305,NA,54.5504705306,0.0002789391,3.54529E-05,0.0210721399,0.0008583174,0.0027693672,0.1780524142,NA,NA,NA,191.8661782574,NA,1E-06,NA,0.0426904019,NA,954.6183226431,NA,0.003526221,NA,60.0290600573,0.0218860167,0.0114758638,2575.5659387014,NA,3.2471E-05,0.002246847,795.291648427,0.001505318,NA,0.938427875,1397.347208206,NA,NA,0.357546951,2.397888568,NA,0.000498094,0.024534321,NA,5.89E-06,0.000751774,7.3955E-05,1.7819E-05,0.001029191,NA,4.6793E-05,NA,3.347936914
60_17,24Ad2,2017,Møen,Ytterøy_Levanger,634817,110918,60,3057422,Juvenile,F,285,NA,Feathers,NA,NA,NA,NA,NA,NA,36132.43835,25141.94351,536338.5223,106925.8821,842633.0095,88526.98152,0,399.596802,1503600.679,0,687518.7145,117148.5705,37965.72455,88526.98152,2101613.18,106925.8821,118801.17,0,270702.3645,541656.4565,2208539.062,88.85841765,9704.565044,35.27892279,9306.00336,8490.7177,NA,4.3209639533,0.007803916,0.0030938843,0.1149465567,0.01768913,0.0013026925,63.7084189076,NA,0.0024308622,0.0112630631,0.0467818649,0.00023932,1.7329308888,0.000338517,0.000141511,NA,10.02682291,NA,NA,NA,0.8749669828,7.76923E-05,1.4215206568,0.0011909457,0.0217383564,NA,46.9204063053,0.0944831881,0.083385137,4.370192788,NA,0.001448504,0.007283655,396.926873718,0.004069348,0.000323796,0.005826924,24457.138358181,0.00591643,0.001498352,1.27062298,12.388382107,0.00031105,0.003511999,0.041128742,7.908E-05,0.00038281,0.343876031,0.000415953,0.000121394,0.011712424,0.002131755,0.001347603,0.000174808,19.714400783
61_17,25Ad1,2017,Berghaugen,Ytterøy_Levanger,634755,111048,59,3057423,Juvenile,F,200,NA,Feathers,NA,NA,NA,NA,NA,NA,37621.25851,40411.42216,1107793.593,159351.1193,653314.1804,132921.1403,0,0,1008339.928,0,359855.231,203863.6367,89595.31268,132921.1403,2194166.201,159351.1193,228156.6349,40669.44407,213633.2393,303776.0024,2353517.321,154.6862747,9148.919615,164.5852506,10373.91505,9769.513106,NA,8.407948301,0.0164374319,0.0030023795,0.0975510845,0.0388731018,0.0019031281,78.7489606719,NA,0.0351383797,0.0242762917,0.0682567191,0.0003073394,1.7835287697,0.00045338,0.0001776907,NA,15.8983588586,NA,NA,NA,1.6416979181,7.76923E-05,2.1156130133,0.0200233932,0.022859531,NA,59.2914863699,0.1511460255,0.0608539409,4.370192788,NA,0.010440668,0.016223164,495.554630238,0.009909599,0.003342265,0.00792498,23726.305569023,0.003904943,0.002458862,1.162576246,20.081358992,0.00108955,0.0070057,0.050589467,0.000133713,0.001314113,0.786593206,0.001388011,0.000377649,0.022217661,0.001130839,0.002162438,0.000346863,20.943104285
92_17,25Ad2,2017,Berghaugen,Ytterøy_Levanger,634755,111048,59,3057424,Juvenile,F,260,NA,Blood,NA,NA,NA,NA,NA,NA,37621.25851,40411.42216,1107793.593,159351.1193,653314.1804,132921.1403,0,0,1008339.928,0,359855.231,203863.6367,89595.31268,132921.1403,2194166.201,159351.1193,228156.6349,40669.44407,213633.2393,303776.0024,2353517.321,154.6862747,9148.919615,164.5852506,10373.91505,9769.513106,NA,0.1434926802,0.0043106069,0.0001459454,0.1277278752,0.0321835424,NA,57.7811007738,0.000980293,5.65176E-05,0.0290555342,0.0017995555,0.0018157228,0.3885075813,NA,NA,NA,228.7476231516,NA,1.20608E-05,NA,0.0386467803,NA,1091.3422691999,NA,0.006673756,NA,60.7555402699,0.0295494558,0.0181666748,2570.1169246066,NA,3.6992E-05,0.003152195,838.866956733,0.00164246,NA,1.143397631,1651.588733389,NA,NA,0.455966421,1.499827339,NA,0.000612518,0.026282051,NA,1.2348E-05,0.006870517,6.5478E-05,2.54E-05,0.000755826,NA,5.8284E-05,NA,3.793066939
62_17,25Ad2,2017,Berghaugen,Ytterøy_Levanger,634755,111048,59,3057424,Juvenile,F,260,NA,Feathers,NA,NA,NA,NA,NA,NA,37621.25851,40411.42216,1107793.593,159351.1193,653314.1804,132921.1403,0,0,1008339.928,0,359855.231,203863.6367,89595.31268,132921.1403,2194166.201,159351.1193,228156.6349,40669.44407,213633.2393,303776.0024,2353517.321,154.6862747,9148.919615,164.5852506,10373.91505,9769.513106,NA,6.1389986974,0.007803916,0.002811068,0.1312037856,0.0294367297,0.0034316362,91.9538481401,NA,0.0052791101,0.0165724598,0.0514873728,0.0004564836,2.0310921506,0.0005713442,0.0002574301,NA,14.5557503175,NA,NA,NA,1.3825252863,0.0001081672,6.3949432443,0.0028340362,0.0192027548,NA,86.9851687833,0.1322552458,0.1092418524,11.0216905913,NA,0.002439394,0.012650749,469.296740033,0.008269398,0.000505729,0.017245022,24676.189846542,0.003505631,0.001498352,1.040110887,15.458433198,0.000599462,0.007660595,0.055075991,0.000109624,0.001226654,1.70055801,0.001272344,0.000377571,0.015749661,0.000655373,0.002213109,0.000404906,23.038097834
80_17,26Ad1,2017,Sandvika,Ytterøy_Levanger,634810,111314,62,3057425,Juvenile,M,265,NA,Blood,NA,NA,NA,NA,NA,NA,33028.35259,14055.33012,452806.8365,217925.6209,797975.6589,79298.66127,0,162.294863,1537723.042,6867.46725,746905.9726,23868.02236,27201.66401,79298.66127,2044643.323,217925.6209,94000.95322,102253.5334,430497.1079,250522.7258,2262568.944,57.10563536,8468.566881,190.1501809,9111.299467,10082.62455,NA,0.1620983809,0.004978497,9.99115E-05,0.1401666501,0.0236908518,NA,54.5267944017,0.0001469251,5.45383E-05,0.0251653174,0.0016569646,0.0101653244,0.1777692514,NA,NA,NA,238.6713415956,NA,2.46626E-05,NA,0.0571490259,NA,1075.480057996,NA,0.011040177,NA,61.2602270784,0.0351549174,0.0173688023,2559.4044333538,NA,3.5547E-05,0.002474087,865.153242609,0.001412388,NA,1.381222753,1646.545406041,NA,NA,0.535970664,3.925474561,NA,0.000517838,0.028697746,NA,5.89E-06,0.000751774,0.000125084,1.5358E-05,0.000489039,NA,6.4332E-05,NA,3.830397435
63_17,26Ad1,2017,Sandvika,Ytterøy_Levanger,634810,111314,62,3057425,Juvenile,M,265,NA,Feathers,NA,NA,NA,NA,NA,NA,33028.35259,14055.33012,452806.8365,217925.6209,797975.6589,79298.66127,0,162.294863,1537723.042,6867.46725,746905.9726,23868.02236,27201.66401,79298.66127,2044643.323,217925.6209,94000.95322,102253.5334,430497.1079,250522.7258,2262568.944,57.10563536,8468.566881,190.1501809,9111.299467,10082.62455,NA,40.2372919555,0.0181400833,0.001743587,0.1332135691,0.0939438637,0.0036076573,132.8388466573,NA,0.011983224,0.0514896672,0.1432737966,0.0015277105,1.6888294245,0.0017998332,0.0011057986,NA,43.2426473653,NA,NA,NA,0.9206692708,0.0004185723,6.036935171,0.0057661096,0.0259621066,NA,113.1127975119,1.1144662097,0.1049376303,10.3747711368,NA,0.006380291,0.04269253,615.533929364,0.016335613,0.001427035,0.023919094,23522.644032069,0.007231178,0.0141276,1.16450293,103.848928862,0.002183894,0.009048848,0.133301624,0.000282581,0.002025111,3.75302272,0.001499978,0.000758835,0.126748776,0.003539176,0.010841099,0.000967935,24.915369946
64_17,26Ad2,2017,Sandvika,Ytterøy_Levanger,634810,111314,62,3057426,Juvenile,M,220,NA,Feathers,NA,NA,NA,NA,NA,NA,33028.35259,14055.33012,452806.8365,217925.6209,797975.6589,79298.66127,0,162.294863,1537723.042,6867.46725,746905.9726,23868.02236,27201.66401,79298.66127,2044643.323,217925.6209,94000.95322,102253.5334,430497.1079,250522.7258,2262568.944,57.10563536,8468.566881,190.1501809,9111.299467,10082.62455,NA,7.469066237,0.0158036707,0.0034957317,0.1041959988,0.0418971011,0.0009320924,131.0367457499,NA,0.003794852,0.0264637928,0.0549374228,0.0005388364,1.7811152836,0.0007577472,0.0002737573,NA,18.5712172147,NA,NA,NA,1.0401305453,7.76923E-05,4.1980454345,0.0014667047,0.0349939223,NA,97.5599742847,0.197539963,0.0626189516,5.2935216398,NA,0.001692537,0.015918651,619.21654248,0.005318086,0.000432864,0.013772162,23169.586492909,0.004457743,0.001498352,1.217402214,20.82173242,0.000569585,0.002965691,0.110960005,7.908E-05,0.00109353,0.64999733,0.001525697,0.000466847,0.019970429,0.001468,0.00204293,0.000198368,27.032353342
49_17,8Ad2,2017,Vibesåsen,Steinkjer,640131,113430,34,3057432,Juvenile,F,240,NA,Feathers,NA,NA,NA,NA,NA,NA,21649.77265,13438.79033,632656.1018,29416.9349,1828698.277,49427.12548,175149.0326,390216.3865,0,0,1863327.017,45252.24044,73457.13606,86246.29434,1057961.051,14408.682,226730.6873,73494.3192,509501.721,1243547.707,1087377.986,3876.306348,4085.136396,55.56924045,3950.696522,3738.680851,NA,27.3783761399,0.0278629753,0.0046804488,0.0872314493,0.1731817114,0.0018172993,77.0067307164,NA,0.0213412144,0.0312007546,0.0779207541,0.0016967049,1.6623206028,0.0014606179,0.0010456414,NA,29.2220162819,NA,NA,NA,1.0064535632,0.0003189437,9.0787940707,0.0097150756,0.0240996373,NA,66.4264156797,0.335041395,0.0573015021,6.5814478875,NA,0.008872311,0.031649275,446.83185458,0.013781257,0.002311889,0.044247032,24501.310094415,0.008928906,0.004624816,1.261814476,62.040076605,0.001722783,0.019273452,0.094694267,0.000258642,0.002928145,2.023682118,0.00128762,0.001130916,0.04183248,0.002793028,0.008992079,0.001407851,22.2549777
26_18,126Ad,2018,Storholmen,Verdal,634824,115650,51,3057436,Adult,F,650,NA,Feathers,4,2,-23.93,47.99,6.92,14.52,28011.0411,19518.23357,497127.5532,17021.56068,2388716.02,51130.50061,12540.439,127404.1483,0,0,2092724.443,222927.7119,84941.48221,51793.32226,672060.9762,17021.56068,156229.8413,386713.7391,958908.9778,950534.4011,689082.5369,24047.23182,22559.1265,30.90552002,3984.989866,3975.642384,0.005151475,167.0447897509,0.0376720895,0.0005655682,0.2205910554,0.9633685187,0.001600495,65.9091190094,0.0019105373,0.1651099474,0.1247239891,0.311379575,0.0138905973,3.1389310687,0.0099894607,0.0053328362,0.0031257634,114.468528727,0.0395054161,NA,0.0016951615,1.3755855607,0.0020407442,49.3404052745,0.0824026557,0.0064909009,0.0006890687,51.3245386771,1.6439041939,0.1266493881,32.0181081911,0.021914926,0.082556544,0.166322679,104.991709052,0.097721255,0.02091805,0.261298437,23968.615299545,0.004682997,0.009234311,1.456860391,281.931470854,0.016053482,0.012510615,0.252154595,0.00167294,0.014255225,8.812290177,0.001899047,0.012732635,0.309722332,0.003612643,0.046817368,0.005027071,8.15076756
45_18,104Ad,2018,Munkeby,Levanger,634312,112251,24,3057443,Adult,F,705,292,Blood,4,2,NA,NA,NA,NA,73466.87277,39474.54248,1241936.904,115191.4071,1530789.021,90837.13776,46560.73435,0,0,1937.750987,1398626.891,75060.91886,134219.2523,95875.36666,1356816.07,79595.87221,128409.0049,212507.2906,698356.0685,628914.5295,1472007.477,4868.899765,6901.612238,42.2635326,5443.46843,1482.806186,NA,16.4990527664,0.0367561722,0.0007723613,0.6949600334,0.2212668453,NA,65.0582088857,0.0014523811,0.0109302639,0.0207876026,0.0587182331,0.0014861039,0.5835602908,NA,NA,NA,301.1474167289,NA,0.0020838663,NA,0.0588329551,NA,1299.6997700075,0.0056081376,0.0174486059,NA,57.8855306011,0.2021626361,0.021726259,4718.7045251417,NA,0.006112421,0.028751135,905.049165707,0.021611167,NA,2.230868679,3149.888027489,NA,NA,0.362044966,36.932184564,0.001331678,NA,0.078779657,NA,0.001743237,0.947174857,0.000238309,0.000754424,0.033852359,0.001207617,0.004905734,NA,4.343539188
4_18,104Ad,2018,Munkeby,Levanger,634312,112251,24,3057443,Adult,F,705,292,Feathers,4,2,-25.09,48.15,8.78,14.49,73466.87277,39474.54248,1241936.904,115191.4071,1530789.021,90837.13776,46560.73435,0,0,1937.750987,1398626.891,75060.91886,134219.2523,95875.36666,1356816.07,79595.87221,128409.0049,212507.2906,698356.0685,628914.5295,1472007.477,4868.899765,6901.612238,42.2635326,5443.46843,1482.806186,0.001677533,6.0719064546,0.018908318,0.0020719239,0.1108259557,0.0400825076,0.0010073747,8.2516580946,0.000114377,0.0056265991,0.0083885439,0.0475756531,0.0003593764,1.3470765259,0.0003756784,0.0002791347,0.0001571899,7.6475708252,0.0014800574,NA,0.0007745841,0.2694617429,9.42198E-05,1.6908432596,0.0028304569,0.0148044001,2.05879E-05,3.5185974092,0.1173440875,0.0430218623,4.0316856967,0.000930869,0.002589648,0.015421476,30.436851828,0.021643887,0.00057025,0.007017809,12158.577729676,0.008756595,0.000228754,0.494839953,18.18461209,0.000545156,0.005884482,0.020212342,8.9282E-05,0.000300877,1.075787639,0.000129138,0.000524426,0.015102257,0.002780168,0.001699308,0.000174684,3.696660561
5_18,105Ad,2018,Floan,Levanger,634331,112122,17,3057444,Adult,F,625,291,Feathers,2,0,-24.66,48.51,8.25,14.95,39199.78424,31110.34107,1871904.305,110897.3727,946321.3219,88184.78973,6471.69483,44679.35298,0,1370.23096,750249.0895,144113.6027,64091.39233,92405.04827,1988264.014,101016.0464,103159.296,6192.327635,171476.5761,760149.6067,2099161.387,3758.395103,7330.100342,49.67517006,5292.99677,2764.452504,0.002710528,5.9876729053,0.0180202312,0.0008588339,0.2627103771,0.0435257345,0.0006274099,18.7712170931,0.0009200294,0.0051632145,0.0110995518,0.0426533385,0.0003777118,2.1620452649,0.0004765008,0.0002313846,0.000108421,9.8854953778,0.0023476595,NA,0.0010435899,0.7685931776,0.0002057319,2.4427362111,0.0024726575,0.0148691267,3.32656E-05,4.4014240846,0.146301972,0.0966266301,4.9401608719,0.00057806,0.00283519,0.013405657,60.448657178,0.018312873,0.000647664,0.008117921,23453.956393514,0.006220163,0.001213791,1.039725044,18.188739226,0.000518501,0.00312152,0.029742879,0.000105885,0.000123206,0.450721658,0.000216394,0.000851091,0.015044064,0.002456214,0.002083811,0.000389469,7.42523477
46_18,105Ad,2018,Floan,Levanger,634331,112122,17,3057444,Adult,F,625,291,Blood,2,0,NA,NA,NA,NA,39199.78424,31110.34107,1871904.305,110897.3727,946321.3219,88184.78973,6471.69483,44679.35298,0,1370.23096,750249.0895,144113.6027,64091.39233,92405.04827,1988264.014,101016.0464,103159.296,6192.327635,171476.5761,760149.6067,2099161.387,3758.395103,7330.100342,49.67517006,5292.99677,2764.452504,NA,1.1931122715,0.0102294008,0.0002727215,0.2575051273,0.0662042361,NA,66.290060369,0.0001472803,0.0006294926,0.0072862698,0.0094470523,0.0011961148,0.3592078723,NA,NA,NA,307.2351380024,NA,7.4538E-05,NA,0.0548403361,NA,1211.527473669,0.0003564062,0.0013176053,NA,54.0145440935,0.0623045327,0.0392769696,2920.6671793269,NA,0.000287552,0.007207223,990.723486438,0.00475691,NA,1.771667246,2019.4250764,NA,NA,0.358559683,8.719891282,0.000118761,NA,0.027286366,NA,0.000222007,0.097762267,5.5292E-05,5.3031E-05,0.006539877,0.000158193,0.000309354,NA,4.091286811
